Date,Open,High,Low,Close,Volume,Adj Close
2015-10-23,79.150002,79.889999,77.43,77.980003,3169400,77.980003
2015-10-22,77.220001,79.940002,77.220001,79.940002,3696000,79.940002
2015-10-21,77.00,77.739998,76.629997,77.050003,2370100,77.050003
2015-10-20,76.199997,77.160004,76.110001,76.870003,1902900,76.870003
2015-10-19,76.889999,77.199997,76.290001,76.800003,1494300,76.800003
2015-10-16,75.68,78.00,74.870003,77.389999,3429000,77.389999
2015-10-15,74.150002,75.220001,73.921997,75.220001,2045300,75.220001
2015-10-14,73.120003,74.300003,73.00,73.769997,1956800,73.769997
2015-10-13,73.610001,73.93,73.18,73.379997,2032700,73.379997
2015-10-12,74.410004,74.410004,73.309998,73.720001,2081100,73.720001
2015-10-09,74.410004,75.220001,73.989998,74.389999,2627800,74.389999
2015-10-08,73.160004,74.470001,72.739998,74.43,2236700,74.43
2015-10-07,72.739998,73.739998,72.480003,73.150002,2320600,73.150002
2015-10-06,72.290001,73.050003,71.889999,72.470001,2760200,72.470001
2015-10-05,72.00,73.25,71.349998,72.239998,6039900,72.239998
2015-10-02,70.190002,71.459999,69.370003,71.410004,2589200,71.410004
2015-10-01,71.269997,71.970001,69.769997,70.830002,2347400,70.830002
2015-09-30,69.669998,70.800003,69.459999,70.580002,3098000,70.580002
2015-09-29,70.160004,70.980003,68.650002,69.199997,3577200,69.199997
2015-09-28,72.809998,73.269997,69.989998,69.989998,4984400,69.989998
2015-09-25,73.800003,73.849998,72.779999,73.349998,3493100,73.349998
2015-09-24,73.00,73.139999,71.699997,72.919998,4400600,72.919998
2015-09-23,74.169998,74.598,73.254997,73.309998,3711200,73.309998
2015-09-22,74.150002,74.870003,73.660004,74.309998,2523300,74.309998
2015-09-21,75.690002,76.190002,74.959999,75.199997,3254500,75.199997
2015-09-18,75.550003,76.50,75.010002,75.440002,7175000,75.440002
2015-09-17,76.580002,77.760002,76.00,76.43,2940300,76.43
2015-09-16,75.199997,76.709999,74.300003,76.370003,2302800,76.370003
2015-09-15,74.940002,75.519997,73.754997,75.389999,3393300,75.389999
2015-09-14,73.50,74.709999,72.555,74.550003,2927400,74.550003
2015-09-11,72.25,73.93,71.599998,73.760002,2146700,73.760002
2015-09-10,72.129997,73.050003,71.779999,72.160004,3619700,72.160004
2015-09-09,74.449997,74.50,71.980003,72.169998,2936400,72.169998
2015-09-08,71.849998,74.330002,70.809998,74.07,4450700,74.07
2015-09-04,71.139999,71.690002,70.128998,70.57,2997000,70.57
2015-09-03,72.559998,73.889999,71.790001,72.160004,2595300,72.160004
2015-09-02,70.839996,72.07,70.309998,72.07,2986500,72.07
2015-09-01,71.230003,72.540001,69.639999,70.120003,4671400,70.120003
2015-08-31,74.209999,74.43,72.57,72.660004,2688400,72.660004
2015-08-28,74.400002,75.190002,73.82,74.690002,2150100,74.690002
2015-08-27,73.169998,75.25,73.120003,75.18,5937800,75.18
2015-08-26,71.720001,74.110001,69.529999,73.910004,5356300,73.910004
2015-08-25,71.540001,72.400002,70.00,70.209999,4423400,70.209999
2015-08-24,68.239998,72.239998,61.419998,70.870003,9844600,70.870003
2015-08-21,73.309998,74.25,72.260002,72.269997,5564500,72.269997
2015-08-20,74.019997,74.764,73.779999,74.25,2207000,74.25
2015-08-19,75.00,75.290001,73.919998,74.779999,3025700,74.779999
2015-08-18,75.720001,75.953003,75.059998,75.190002,2009700,75.190002
2015-08-17,75.860001,76.410004,75.510002,75.800003,2260300,75.800003
2015-08-14,76.07,76.739998,75.116997,76.419998,2572800,76.419998
2015-08-13,77.010002,77.07,75.800003,75.989998,2917500,75.989998
2015-08-12,77.830002,78.309998,76.089996,76.690002,3688800,76.690002
2015-08-11,77.629997,80.480003,77.07,77.970001,3889100,77.970001
2015-08-10,79.43,79.800003,78.57,78.809998,3252300,78.809998
2015-08-07,79.139999,79.379997,77.290001,78.459999,3274100,78.459999
2015-08-06,81.050003,81.190002,79.510002,79.760002,3708600,79.760002
2015-08-05,80.010002,81.00,79.849998,80.480003,4324300,80.480003
2015-08-04,80.57,81.00,79.669998,79.809998,2429600,79.809998
2015-08-03,80.00,81.029999,79.910004,80.370003,2681800,80.370003
2015-07-31,79.940002,79.940002,78.864998,79.470001,2685500,79.470001
2015-07-30,78.209999,79.690002,77.599998,79.209999,3247000,79.209999
2015-07-29,78.260002,78.300003,77.00,77.910004,2278600,77.910004
2015-07-28,78.440002,78.650002,77.50,78.32,1895900,78.32
2015-07-27,76.629997,77.980003,76.290001,77.379997,5774300,77.379997
2015-07-24,76.919998,77.43,75.949997,76.410004,3116000,76.410004
2015-07-23,78.419998,78.57,76.639999,76.739998,2975400,76.739998
2015-07-22,80.830002,80.900002,78.580002,78.639999,5201200,78.09
2015-07-21,79.970001,80.68,79.400002,80.220001,6088600,79.658951
2015-07-20,79.949997,81.199997,79.129997,80.110001,10284500,79.54972
2015-07-17,79.43,79.690002,77.260002,79.629997,6100900,79.073074
2015-07-16,76.970001,78.839996,76.949997,78.75,5634100,78.199231
2015-07-15,77.650002,78.169998,76.400002,76.709999,6330500,76.173498
2015-07-14,79.449997,79.50,77.650002,78.00,18746100,77.454477
2015-07-13,79.50,79.699997,77.910004,78.830002,9078900,78.278673
2015-07-10,75.050003,77.800003,75.00,77.309998,4983000,76.7693
2015-07-09,76.470001,77.066002,74.50,74.800003,4267100,74.27686
2015-07-08,74.300003,75.50,74.040001,75.400002,4276600,74.872662
2015-07-07,73.730003,74.709999,72.959999,74.629997,5794800,74.108043
2015-07-06,71.00,74.290001,71.00,72.959999,3809700,72.449725
